site,cz_data
CVCMH00326B,use2mk001
JKJAX00090A,use1mk011-05
SFSFO00933A,usw2mk011-01
NJJER01113A,use1mk002
STSPI00025A,use2mk003
CLGSP00016A,use1mk001
JKJAX00006B,use1mk011-05
CVCMH00446A,use2mk001
NABNA00050A,use1mk003
ORTPA00201A,use1mk011-05
ORMCO00157A,use1mk003
RIRVA00089A,use1mk002
ALALB00130A,use1mk003
JKJAX00100A,use1mk011-05
PHPHL00138A,use1mk011-03
ATBHM00250A,use1mk001
SCMCA00074A,usw2mk001
LALAX04111B,usw2mk011-02
MWMKE00221A,use2mk004
PHPHL00246A,use1mk001
ATATL00632A,use1mk011-06
RIRVA00063B,use1mk002
NYNYC02254A,use1mk011-02
NABNA00206A,use1mk003
CVCMH00566A,use2mk001
LALAX04231A,usw2mk011-03
CLGSP00110A,use1mk001
MNMSP00436A,use2mk011-01
ATBHM00010A,use1mk001
NJJER01379B,use1mk002
NYNYC02134B,use1mk011-02
SEGEG03004A,usw2mk001
ORMCO00407A,use1mk003
ATBHM00130A,use1mk001
ORMCO00131A,use1mk003
PRPDX00383A,usw2mk011-01
MWMKE00101A,use2mk004
SFSFO00839B,usw2mk011-01
ATBHM00396B,use1mk001
JKRLA00080A,use2mk004
ATATL00418A,use1mk011-01
DATYR00041A,use2mk002
NAMEM00175A,use1mk011-04
CVCVG00327B,use2mk011-01
JKRLA00356A,use2mk004
DEDET00099A,use2mk002
ATATL00908A,use1mk011-01
ATBHM00406A,use1mk001
ATATL00142A,use1mk011-01
SCSAC00252A,usw2mk001
CLGSP00230A,use1mk001
JKRLA00236A,use2mk004
ATATL00752A,use1mk011-01
DEDET00109A,use2mk002
BOBOS00189A,use1mk002
BOBOS01001A,use1mk002
NABNA00196A,use1mk003
ORTPA00321A,use1mk011-05
NYNYC01031B,use1mk002
MWMKE00091B,use2mk004
CHIND00321A,use2mk002
DCWDC00491A,use1mk011-04
NJJER01018A,use1mk011-03
ALALB00010A,use1mk003
BOBOS00069B,use1mk002
LSSNA02207A,usw2mk011-02
ATBHM00276B,use1mk001
NAMEM00295A,use1mk011-04
LALAX04377B,usw2mk011-01
MNBIS00025A,use2mk002
JKJAN00155A,use2mk004
MNMSP00040A,use2mk011-01
STSTL00445B,use2mk003
SCSAC00008A,usw2mk011-02
MNMSP00316A,use2mk011-01
DCSBY00084A,use1mk003
MNDLH00031C,use2mk002
SFSFO00959B,usw2mk011-01
ALALB00036A,use1mk003
PHPHL00508A,use1mk011-03
LALAX03030A,usw2mk011-03
NYNYC01667B,use1mk002
KNTYS00114A,use1mk002
ORMCO00371A,use1mk003
NYNYC01915A,use1mk011-02
DCWDC00371A,use1mk011-04
CVCMH00300B,use2mk001
PXPHX00411A,usw2mk011-01
BOBOS00892A,use1mk002
DCWDC00386A,use1mk003
SFSFO00203A,usw2mk011-01
NYNYC01787A,use1mk002
OKOKC00030A,use2mk003
DNGJT00012C,usw2mk001
PXABQ00026A,usw2mk001
PHPHL00498A,use1mk011-03
BOBOS00772D,use1mk002
RIRIC00281A,use1mk002
NYNYC01151B,use1mk002
HOHOU00056A,use2mk001
MWGRB00032A,use2mk003
PHPHL00112A,use1mk011-03
CHCHI00760A,use2mk011-01
NYNYC01547C,use1mk002
DADAL00434A,use2mk002
BOBOS00902A,use1mk002
NYNYC01785B,use1mk011-02
SCSAC00222A,usw2mk011-02
NASDF00068A,use2mk003
AUAUS00458A,use2mk011-02
CVCLE00286A,use2mk001
DETOL00002A,use2mk011-01
NJJER01961A,use1mk011-03
HOHOU00296A,use2mk001
PXELP00022A,usw2mk011-01
CHCHI00916A,use2mk011-01
NJJER01841B,use1mk011-03
LSSNA00146A,usw2mk011-02
CVCMH00420B,use2mk001
NYNYC04410B,use1mk002
CHCHI01013A,use2mk011-01
ATATL00372B,use1mk001
NYNYC01917A,use1mk002
CHIND00191A,use2mk002
NASDF00188A,use2mk003
DEDET00682A,use2mk003
ATSAV00060A,use1mk001
DADAL00184A,use2mk002
BOBOS00652A,use1mk002
NYNYC01271B,use1mk002
DCWDC00251A,use1mk011-04
PHPHL00232A,use1mk011-03
SDSAN00533B,usw2mk001
CHCHI00390A,use2mk011-01
PXELP00048A,usw2mk011-01
LSSNA00026A,usw2mk011-03
NYNYC01391D,use1mk002
STSTL00075A,use2mk003
NJJER01989B,use1mk002
ORMCO00527A,use1mk003
CVCRW00154A,use2mk001
CVCLE00416A,use2mk001
RIRIC00437A,use1mk002
CVCMH00540B,use2mk001
DEGRR00211A,use2mk011-01
CHCHI00906A,use2mk002
SEGEG00114B,usw2mk001
SDLAS00048A,usw2mk001
CHIND00347A,use2mk002
ATATL00538A,use1mk011-01
CLCHS00139A,use1mk001
NABNA00300A,use1mk003
RIRIC00041B,use1mk002
KNTYS00354A,use1mk002
DCWDC00131A,use1mk011-04
JKRLA00450A,use2mk004
SDSAN00413B,usw2mk001
SFSFO00443A,usw2mk011-01
PXPHX00651A,usw2mk011-01
JKTLH00113A,use1mk011-05
SCSAC00092A,usw2mk011-02
CLCLT00165A,use1mk001
CHCHI00666A,use2mk011-01
DCWDC00146A,use1mk003
RIRIC00317A,use1mk002
KNAVL00053A,use1mk002
CVCRW00034A,use2mk001
NABNA00290A,use1mk003
CHIND00227A,use2mk002
OKOKC00056A,use2mk003
SDSAN00014A,usw2mk011-04
LSSNA03155B,usw2mk011-02
MNDLH00057B,use2mk002
PHPHL00378A,use1mk011-03
PHHAR00069B,use1mk001
DNDEN00175C,usw2mk001
ORMCO00491A,use1mk003
DATYR00067A,use2mk002
DCWDC00026A,use1mk003
DADAL00314A,use2mk002
NYNYC01401B,use1mk002
NJJER01721A,use1mk011-03
NYNYC01391C,use1mk002
SDLAS00168A,usw2mk001
CHCHI00630A,use2mk002
CLGSP00136A,use1mk001
MWGRB00058A,use2mk003
NASDF00042A,use2mk003
KNTYS00234A,use1mk002
LALAX04017A,usw2mk011-01
JKRLA00330A,use2mk004
AUAUS00205A,use2mk004
SDSAN00409A,usw2mk011-04
MNMSP00427A,use2mk002
DEDET00718A,use2mk002
CLCAE00066A,use1mk001
NJJER01987A,use1mk011-03
HOHOU00545A,use2mk001
DNDEN00398A,usw2mk011-02
SDSAN00414A,usw2mk001
LSSNA03035B,usw2mk011-02
CHCHI00870A,use2mk002
BOBDL00093A,use1mk002
RIRIC00187A,use1mk002
CLCHS00138A,use1mk011-04
NJJER01591A,use1mk011-03
BOBOS00413A,use1mk002
SESEA00295C,usw2mk001
PHPHL00591A,use1mk011-03
ORTPA00083A,use1mk003
NYNYC02256B,use1mk002
DEDET00202A,use2mk002
PXPHX00575A,usw2mk001
PHPHL00471A,use1mk011-03
CLCHS00018A,use1mk011-04
DNDEN00295C,usw2mk001
DCWDC00755A,use1mk003
ATATL00132A,use1mk001
LALAX00020A,usw2mk011-02
KCDSM00004A,use2mk004
NASDF00041A,use2mk003
AUAUS00206A,use2mk004
CLFAY00381A,use1mk011-04
AUAUS00196C,use2mk004
CHCHI00030A,use2mk011-01
CVCLE00140A,use2mk001
HOHOU00665A,use2mk001
ORTPA00479A,use1mk003
CVCLE00415B,use2mk001
SDSAN00133A,usw2mk011-04
DEGRR00192A,use2mk002
RIRIC00067A,use1mk002
PHPHL00747B,use1mk011-03
LSSNA01129B,usw2mk011-02
NASDF00161B,use2mk003
SDSAN00284B,usw2mk001
SCNCA00043A,usw2mk011-02
BOBDL00103A,use1mk002
SDSAN00164D,usw2mk001
MNMSP00307A,use2mk002
CHCHI00270A,use2mk011-01
NJJER01601A,use1mk011-03
CHCHI00750A,use2mk002
AUWCO00038A,use2mk011-02
OROCF00141A,use1mk003
MIMIA00774A,use1mk011-05
NYNYC01150A,use1mk011-02
SYSYR00095B,use1mk002
SYSYR00105A,use1mk002
CHCHI00546A,use2mk011-01
SLSLC00147B,usw2mk001
CLCLT00166A,use1mk001
JKMSY00116A,use2mk004
NYNYC01426A,use1mk011-02
BOBOS00679A,use1mk002
KCMCI00289A,use2mk004
OKFYV00116B,use2mk003
NYNYC02016A,use1mk002
PRPDX00169A,usw2mk011-01
NYNYC01786A,use1mk011-02
ORTPA00108A,use1mk011-05
OROCF00021A,use1mk003
JKMSY00080A,use2mk004
PHPHL00627A,use1mk011-03
AUAUS00445A,use2mk004
NYNYC01270B,use1mk011-02
HOHOU00295A,use2mk001
OKLIT00168A,use2mk003
NJJER01627A,use1mk011-02
DNGJT00013A,usw2mk001
SESEA00158A,usw2mk011-02
DADAL00064A,use2mk002
AUWCO00012B,use2mk011-02
OKLIT00048B,use2mk003
SDSAN00044B,usw2mk001
NYNYC01030F,use1mk011-02
CLRDU00604A,use1mk001
BOBOS00653A,use1mk002
AUCRP00071A,use2mk004
NYNYC01666B,use1mk011-02
PHHAR00043A,use1mk001
PHPHL00231A,use1mk011-03
CLRDU00474A,use1mk001
PHPHL00507A,use1mk011-03
SESEA00425C,usw2mk001
CLFAY00021A,use1mk011-04
CLFAY00417A,use1mk011-04
NYNYC01546B,use1mk011-02
DEDET00442A,use2mk002
PHPHL00710B,use1mk001
JKTLH00089B,use2mk004
SESEA00305E,usw2mk001
JKJAN00010A,use2mk004
SLSLC00121A,usw2mk001
PXPHX00412A,usw2mk011-01
NJJER01842A,use1mk002
ATABY00055A,use1mk001
CHCHI00150A,use2mk011-01
BOBOS00799B,use1mk002
BOBOS00533A,use1mk002
KCMCI00049A,use2mk004
NJJER01471A,use1mk011-03
RIRIC00556A,use1mk002
MWGRB00031A,use2mk001
LSSNA01009B,usw2mk011-02
NYNYC01761B,use1mk002
NAMEM00189A,use1mk003
PHPHL00351A,use1mk011-03
PRPDX00049A,usw2mk011-01
ORTPA00359A,use1mk003
CLCAE00186A,use1mk001
HOHOU00305B,use2mk001
CHCHI00990A,use2mk002
AUAUS00089B,use2mk011-02
BOBOS00809A,use1mk002
KCRMO00030A,use2mk004
JKMGM00131A,use1mk011-05
BOBOS00174A,use1mk011-02
LSSNA01103B,usw2mk011-02
SYSYR00465A,use1mk002
BOBOS00319A,use1mk002
DEDET00108A,use2mk003
ATBHM00397A,use1mk001
ATATL00289B,use1mk011-01
LALAX02072A,usw2mk011-03
JKRLA00116A,use2mk004
ORTPA00072A,use1mk011-05
DCWDC00646A,use1mk011-04
OROCF00167A,use1mk003
ATATL00887A,use1mk001
NAMEM00294A,use1mk011-04
JKMGM00011A,use1mk011-05
CLFAY00287A,use1mk011-04
MNBIS00026A,use2mk002
CLRDU00234A,use1mk001
DNDEN00372B,usw2mk011-02
AUCRP00107B,use2mk004
NYNYC02014A,use1mk011-02
BOBOS00294A,use1mk011-02
CLGSP00350A,use1mk001
OKLIT00022A,use2mk003
ORTPA00468A,use1mk011-05
CLCAE00160A,use1mk001
NJJER01257A,use1mk011-03
KCMCI00263C,use2mk004
ATATL00621A,use1mk001
ATATL00023A,use1mk011-06
BOBDL00009A,use1mk002
DEGRR00228A,use2mk002
OROCF00047A,use1mk003
CLCAE00040A,use1mk001
JKMGM00277A,use1mk011-05
MWRWI00041A,use2mk003
ATBHM00011A,use1mk001
CLFAY00167A,use1mk011-04
NJJER01497A,use1mk011-03
KCMCI00023A,use2mk004
PHPHL00580B,use1mk001
PHPHL00721C,use1mk011-03
CVPIT00125A,use2mk001
ATATL00992A,use1mk011-01
NJJER01259C,use1mk002
NJJER01137A,use1mk011-02
RIRVA00062A,use1mk002
SCRNO00008A,usw2mk001
CVCMH00170A,use2mk001
SCSAC00038A,usw2mk001
LALAX01004B,usw2mk011-02
CLRDU00354A,use1mk001
MNMSP00186A,use2mk011-01
ATBHM00277A,use1mk001
BOBOS00043A,use1mk002
AUCRP00097A,use2mk004
NJJER01231A,use1mk011-03
KCRMO00056A,use2mk004
DEDET00468A,use2mk002
SYSYR00095C,use1mk002
NYNYC01176B,use1mk011-02
SCSAC00278A,usw2mk001
ATATL00049A,use1mk011-01
DCWDC00500A,use1mk011-04
BOBOS01027A,use1mk002
ORMCO00038A,use1mk003
PHPHL00736B,use1mk001
ORTPA00119A,use1mk003
ATBHM00037A,use1mk003
BOBDL00129A,use1mk002
OKFYV00080A,use2mk003
CHIND00440A,use2mk002
MWMKE00007A,use2mk003
CHCHI00043A,use2mk002
STSPI00026A,use2mk003
NYNYC01056C,use1mk011-02
PRPDX00263A,usw2mk011-01
KCOMA00017A,use2mk004
ATBHM00157A,use1mk001
ORMCO00158A,use1mk003
SESEA00175B,usw2mk001
ORTPA00202A,use1mk011-05
MWRWI00067A,use2mk004
RIRIC00530A,use1mk002
BOBOS00559A,use1mk002
DEDET00072A,use2mk002
SESEA00055A,usw2mk001
BOBOS00163A,use1mk002
NJJER01111B,use1mk011-03
JKMGM00157A,use1mk011-05
LSSNA01249C,usw2mk011-02
DEDET00348A,use2mk002
DNDEN00252A,usw2mk011-02
SCSAC00158A,usw2mk001
MIMIA00534A,use1mk011-06
JKJAX00126A,use1mk011-05
PHPHL00601A,use1mk011-03
NYNYC01296B,use1mk011-02
ORTPA00192A,use1mk011-05
BOBOS00439A,use1mk002
CVCVG00208A,use2mk011-01
LSSNA01093B,usw2mk011-02
BOBOS00283A,use1mk002
OKLIT00142A,use2mk003
JKMGM00037A,use1mk011-05
ORTPA00348A,use1mk011-05
NYNYC01058B,use1mk002
KCMCI00143A,use2mk004
BOHVN00172A,use1mk002
CHCHI00056A,use2mk011-01
DEDET00192A,use2mk002
NAMEM00308A,use1mk011-05
ATATL00755A,use1mk011-01
NJJER01726A,use1mk002
SCSAC00253A,usw2mk001
PHPHL00617B,use1mk001
ORMCO00398A,use1mk003
NYNYC02011B,use1mk011-02
MWMKE00126B,use2mk004
SFSFO01035E,usw2mk011-01
LSSNA02054A,usw2mk011-03
JKJAX00091A,use1mk011-05
STSPI00024A,use2mk003
KNTYS00231A,use1mk002
LSSNA02174A,usw2mk011-02
JKMGM00038A,use1mk011-05
CLCLT00412A,use1mk001
LALAX04378B,usw2mk011-01
JKJAX00101A,use1mk011-05
JKJAX00367B,use1mk011-05
BOHVN00079A,use1mk002
SCMCA00075A,usw2mk001
MNBIS00022A,use2mk002
CLFAY00142A,use1mk001
CLGSP00279A,use1mk001
NYNYC01308B,use1mk002
NYNYC02131A,use1mk011-02
CVCMH00207A,use2mk001
KNTYS00111A,use1mk002
CVCRW00153A,use2mk001
CVCMH00567A,use2mk001
ORMCO00528A,use1mk003
PHPHL00487C,use1mk001
CLGSP00039A,use1mk001
ORMCO00012A,use1mk003
DETOL00029A,use2mk011-01
NABNA00303A,use1mk003
CVCMH00447C,use2mk001
KCMCI00020C,use2mk004
NYNYC01178D,use1mk002
OKLIT00140A,use2mk003
MIMIA00067A,use1mk011-06
JKRLA00453A,use2mk004
NYNYC01298B,use1mk002
ORMCO00278A,use1mk003
ATATL00875A,use1mk011-01
MWMKE00006B,use2mk003
NABNA00293A,use1mk003
CVPIT00129B,use2mk001
NYNYC02277A,use1mk011-02
CLGSP00133A,use1mk001
MWMKE00100A,use2mk004
MIMIA00187A,use1mk011-06
ORTPA00322A,use1mk011-05
CVCMH00077A,use2mk001
NJJER01017A,use1mk011-03
CVCLE00289A,use2mk001
PXPHX00691B,usw2mk001
SCSAC00009A,usw2mk011-02
ALALB00131A,use1mk003
CVCMH00301A,use2mk001
JKRLA00333A,use2mk004
NYNYC01032C,use1mk002
DEDET00076A,use2mk002
MWMKE00090A,use2mk003
ORMCO00252A,use1mk003
CLGSP00253A,use1mk001
JKRLA00213A,use2mk004
OKOKC20041A,use2mk003
ORTPA00442A,use1mk011-05
DATYR00051A,use2mk011-02
RIRVA00064B,use1mk002
STSPI00144A,use2mk003
ATBHM00373A,use1mk003
DCWDC00394D,use1mk011-04
LALAX04232A,usw2mk011-02
RIRIC00434A,use1mk002
NYNYC01032D,use1mk002
PRPDX00260A,usw2mk011-01
CHIND00344A,use2mk002
DCSBY00061B,use1mk003
CLFAY00512A,use1mk001
CVCMH00421A,use2mk001
NJJER01960B,use1mk011-03
SEGEG03003A,usw2mk001
NYNYC02037C,use1mk011-02
NYNYC01912B,use1mk011-02
KCMCI00260B,use2mk004
ORMCO00132A,use1mk003
DATYR00040A,use2mk002
KNTYS00351A,use1mk002
NYNYC02157A,use1mk011-02
MWMKE00246A,use2mk002
PHPHL00015B,use1mk011-03
NYNYC01402A,use1mk002
RIRIC00314A,use1mk002
STSTL00198A,use2mk003
CLCLT00318A,use1mk001
CHCHI00663A,use2mk011-01
KNTYS00137A,use1mk002
CHIND00224A,use2mk002
NYNYC01392B,use1mk002
NYNYC01938A,use1mk011-02
ORMCO00502A,use1mk003
PXPHX00434A,usw2mk011-01
CVCLE00419C,use2mk001
OKOKC00053A,use2mk003
DCWDC00387C,use1mk003
CVCRW00179A,use2mk001
NJJER01820A,use1mk002
DNGJT00011A,usw2mk001
CLCHS00114A,use1mk001
NYNYC01918A,use1mk002
JKJAN00154A,use2mk004
NYNYC01422C,use1mk011-02
CLCHS00014A,use1mk011-04
MWGRB00055A,use2mk004
HOHOU00209A,use2mk001
PHCPA00018A,use1mk001
CVCMH00541A,use2mk001
PHPHL00135A,use1mk011-03
NYNYC01272B,use1mk002
CHCHI00897A,use2mk002
CHCHI00783A,use2mk011-01
JKTLH00232A,use1mk011-05
CVCLE00263A,use2mk001
MWMKE00220A,use2mk004
CVCRW00059A,use2mk001
NJJER01700A,use1mk002
SEGEG00017A,usw2mk001
PXELP00045A,usw2mk011-01
CHCHI00939A,use2mk011-01
CLCLT00438A,use1mk001
RIRIC00184A,use1mk002
KNTYS00017A,use1mk002
NYNYC02230B,use1mk002
ORMCO00622A,use1mk003
HOHOU00329A,use2mk001
PHPHL00255B,use1mk011-03
NYNYC01668A,use1mk002
ATATL00405A,use1mk001
AUAUS00324A,use2mk004
SDSAN00532A,usw2mk001
CHCHI00777A,use2mk002
SESEA00423B,usw2mk001
SFSFO00446A,usw2mk011-01
NJJER01840A,use1mk011-03
PHHAR00044A,use1mk001
ATABY00031B,use1mk001
CLCLT00162A,use1mk001
JKMGM00127B,use2mk004
NYNYC01688B,use1mk011-02
DCWDC00274A,use1mk011-04
NASDF00067A,use2mk003
LALAX03055A,usw2mk011-02
CVCRW00033A,use2mk001
SFSFO00540A,usw2mk011-01
NAMEM00058A,use1mk011-05
LSSNA00027C,usw2mk011-02
RIRIC00064A,use1mk002
BOBOS00773A,use1mk002
STSTL00448A,use2mk003
SDLAS00025B,usw2mk001
ATSAV00063A,use1mk001
NYNYC02110B,use1mk002
CHCHI00303A,use2mk011-01
NJJER01570B,use1mk002
CVCLE00383A,use2mk001
CVCVG00300A,use2mk011-01
SDSAN00412B,usw2mk001
NYNYC01782A,use1mk011-02
AUAUS00194B,use2mk004
SEGEG00137B,usw2mk001
LSSNA00147A,usw2mk011-03
NJJER01690A,use1mk002
DCWDC00034A,use1mk011-04
ATATL00515A,use1mk011-01
CLGSP00013A,use1mk001
NJJER01720A,use1mk011-03
NYNYC02251B,use1mk011-02
CHCHI01012A,use2mk011-01
NYNYC01642A,use1mk002
NJJER01986B,use1mk011-03
DADAL00315A,use2mk002
KNTYS00377A,use1mk002
CHCHI00631A,use2mk002
DCWDC00154A,use1mk011-04
NJJER01966A,use1mk002
NASDF00187A,use2mk003
SFSFO00420A,usw2mk011-01
CLCAE00189A,use1mk001
NJJER02061A,use1mk002
CHCHI00819A,use2mk011-01
ALALB00037A,use1mk003
CLCAE00069A,use1mk001
SDSAN00282B,usw2mk001
NYNYC01662A,use1mk011-02
ATATL00635A,use1mk011-01
OKOKC00079A,use2mk003
NJJER01600C,use1mk011-03
LSSNA03132B,usw2mk011-02
BOBOS00893A,use1mk002
CHCHI00907A,use2mk002
NYNYC01788A,use1mk002
STSTL00328A,use2mk003
NYNYC01542B,use1mk011-02
STSTL00172A,use2mk003
NYNYC01818A,use1mk011-02
LSSNA03012C,usw2mk011-02
PXPHX00118A,usw2mk001
JKTLH00258A,use1mk011-05
CLGSP00159A,use1mk001
NAMEM00178A,use1mk011-04
MNDLH00034A,use2mk002
DADAL00435A,use2mk002
BOBOS00903A,use1mk002
KNTYS00257A,use1mk002
NJJER01590D,use1mk011-03
BOBDL00006A,use1mk002
KNAVL00054A,use1mk002
DNDEN00294B,usw2mk001
NJJER01746B,use1mk011-03
CLCAE00043A,use1mk001
HOHOU00568A,use2mk001
HOHOU00172A,use2mk001
PHPHL00504A,use1mk011-03
DEDET00685B,use2mk003
SESEA00304A,usw2mk001
SYSYR00096A,use1mk002
SESEA00294A,usw2mk001
ORTPA00060A,use1mk003
ORTPA00099A,use1mk011-05
PXPHX00478B,usw2mk001
NYNYC01449B,use1mk011-02
NJJER01470A,use1mk011-03
CLFAY00511A,use1mk011-04
CVCMH00910B,use2mk001
PHPHL00494A,use1mk011-03
PXPHX00065A,usw2mk011-01
BOBOS00534A,use1mk002
LSSNA01096B,usw2mk011-02
PXPHX00598A,usw2mk001
SCNCA00020B,usw2mk011-02
NJJER01866A,use1mk011-03
HOHOU00052A,use2mk001
CHCHI00991A,use2mk002
HOHOU00688A,use2mk001
DNDEN00277A,usw2mk011-02
BOBOS00774A,use1mk002
SESEA00174A,usw2mk001
SDSAN00439C,usw2mk001
NYNYC02137D,use1mk002
BOBDL00126A,use1mk002
LSSNA00120C,usw2mk011-02
CHCHI00293A,use2mk011-01
SLSLC00146A,usw2mk001
NYNYC01053C,use1mk011-02
DNDEN00037A,usw2mk011-02
HOHOU00302A,use2mk001
HOHOU00292A,use2mk001
BOBOS00414A,use1mk002
DEDET00565A,use2mk002
SDSAN00163B,usw2mk001
AUAUS00075A,use2mk004
MIMIA00797A,use1mk011-06
SDSAN00283A,usw2mk001
CHCHI00871B,use2mk002
SEBIL00061A,usw2mk001
NYNYC01329D,use1mk011-02
NASDF00040A,use2mk003
ATATL00035A,use1mk001
PXPHX00238B,usw2mk001
CLRDU00603A,use1mk001
LSSNA01226A,usw2mk011-03
CLCLT00189A,use1mk001
NYNYC02257A,use1mk002
AUWCO00035A,use2mk011-02
OKLIT00047A,use2mk003
CVPIT00019A,use2mk011-02
NYNYC01762A,use1mk002
NJJER01506A,use1mk011-03
SDSAN00043A,usw2mk001
ATATL00526A,use1mk001
STSTL00079A,use2mk003
NYNYC01293B,use1mk011-02
KNTYS00018A,use1mk002
PHPHL00254B,use1mk011-03
CLCAE00283A,use1mk001
SESEA00424B,usw2mk001
NYNYC01173C,use1mk011-02
SFSFO00447A,usw2mk011-01
CLRDU00593A,use1mk001
CLRDU00353A,use1mk001
DADAL00185A,use2mk002
PXABQ00029B,usw2mk001
NYNYC01689B,use1mk011-02
CLCAE00319A,use1mk001
STSTL00199A,use2mk003
DCWDC00996C,use1mk003
CLCLT00069A,use1mk001
SDSAN00319A,usw2mk001
HOHOU00448A,use2mk001
NYNYC01569B,use1mk011-02
OROCF00022A,use1mk003
JKTLH00019A,use1mk011-05
JKMGM00252A,use1mk011-05
JKJAN00033A,use2mk004
OKFYV00083A,use2mk003
AUAUS00444A,use2mk004
BOBDL00090A,use1mk002
LALAX02071A,usw2mk011-03
ATABY00032A,use1mk001
JKMSY00115B,use2mk004
SFSFO00327A,usw2mk011-01
NJJER01626A,use1mk011-03
KCRMO00053B,use2mk004
CHCHI00173A,use2mk011-01
LSSNA03038A,usw2mk011-02
NASDF00160C,use2mk003
DADAL00065A,use2mk002
MWGRB00054A,use2mk001
DEGRR00095A,use2mk002
JKMGM00246A,use2mk004
DCWDC00996D,use1mk003
BOBDL00100A,use1mk002
MIMIA00651A,use1mk011-05
CLCAE00163A,use1mk001
BOBOS00654A,use1mk002
NJJER01350A,use1mk011-03
AUCRP00072A,use2mk004
DCWDC00120A,use1mk003
NYNYC01882B,use1mk002
ATBHM00374A,use1mk001
SCSAC00039B,usw2mk001
ATATL00386A,use1mk011-06
BOBOS01002A,use1mk002
CLRDU00113A,use1mk001
PXPHX00692A,usw2mk001
SYSYR00190A,use1mk002
DEGRR03009A,use2mk011-01
NJJER01116A,use1mk002
CVCLE00023A,use2mk001
RIRIC00555A,use1mk002
MNMSP00043A,use2mk011-01
NAMEM00401A,use1mk011-04
CLRDU00629A,use1mk001
PRPDX00046A,usw2mk011-01
BOBOS00044A,use1mk002
JKMGM00132A,use1mk011-05
KCMCI00286A,use2mk004
PHPHL00581C,use1mk001
ATATL00886B,use1mk001
CLRDU00499A,use1mk001
NJJER01236B,use1mk002
BOBOS00164A,use1mk002
SCRNO00009D,usw2mk001
LSSNA01200B,usw2mk011-02
NABNA00209A,use1mk003
CLFAY00144A,use1mk011-04
ORMCO00039A,use1mk003
LALAX01003A,usw2mk011-03
ORTPA00323A,use1mk011-05
ORTPA00073A,use1mk011-05
OKLIT00167A,use2mk003
OROCF00168A,use1mk003
CVPIT00092A,use2mk001
MNMSP00439A,use2mk011-01
NJJER01016A,use1mk011-03
DCWDC00645A,use1mk011-04
CLRDU00509A,use1mk001
JKMGM00012A,use1mk011-05
CLRDU00233A,use1mk001
NJJER01496A,use1mk011-03
DEDET00205A,use2mk002
LALAX04352B,usw2mk011-01
KCDSM00007A,use2mk004
DNDEN00371B,usw2mk011-02
ATATL00266A,use1mk011-01
CVPIT00102A,use2mk001
JKRLA00359A,use2mk004
JKRLA00083A,use2mk004
MNMSP00163A,use2mk011-01
NYNYC01079B,use1mk011-02
ATBHM00254A,use1mk001
HOHOU00662A,use2mk001
JKRLA00239A,use2mk004
MIMIA00281A,use1mk011-06
LALAX04628C,usw2mk011-01
PHPHL00744B,use1mk011-03
LALAX04748A,usw2mk011-02
DEDET00445A,use2mk003
AUCRP00108A,use2mk004
ATATL00026A,use1mk011-01
JKJAX00127A,use1mk011-05
NJJER01110A,use1mk011-03
CVCVG00075A,use2mk011-02
ATBHM00014A,use1mk001
PHPHL00737D,use1mk001
MWRWI00044A,use2mk002
OROCF00048A,use1mk003
NYNYC01209A,use1mk011-02
CVPIT00222A,use2mk001
PRPDX00286A,usw2mk011-01
HOHOU00422A,use2mk001
JKJAN00059A,use2mk004
NABNA00199A,use1mk003
CVCMH00171A,use2mk001
KCMCI00046A,use2mk004
BOBOS00284A,use1mk002
OKLIT00141A,use2mk003
DCWDC00765A,use1mk011-04
DNDEN00397B,usw2mk011-02
DNDEN00131A,usw2mk011-02
MNMSP00319A,use2mk011-01
ORTPA00349A,use1mk011-05
ATBHM00134A,use1mk001
CHCHI00199A,use2mk011-01
ORMCO00279A,use1mk003
DCSBY00087A,use1mk003
PXPHX00452A,usw2mk001
MIMIA00677A,use1mk011-06
AUCRP00098A,use2mk004
PHPHL00617D,use1mk001
SYSYR00466A,use1mk003
CHCHI00188A,use2mk002
HOHOU00542A,use2mk001
SCSAC00279A,usw2mk001
JKRLA00119A,use2mk004
NJJER01136E,use1mk011-03
LALAX04472B,usw2mk011-01
PHPHL00624A,use1mk011-03
LSSNA01070B,usw2mk011-02
NYNYC01179B,use1mk002
KCOMA00016A,use2mk004
LALAX04592A,usw2mk011-01
PHPHL00617C,use1mk001
ORMCO00159A,use1mk003
CVCVG00284A,use2mk001
NABNA00079A,use1mk003
NJJER02064A,use1mk011-03
PXPHX00185A,usw2mk011-01
SESEA00054A,usw2mk001
BOBOS01028B,use1mk002
CVCMH00327A,use2mk001
OKLIT00021A,use2mk003
CHCHI00079A,use2mk011-01
NJJER01256A,use1mk011-03
NYNYC01429A,use1mk002
AUAUS00180B,use2mk011-02
LSSNA00028A,usw2mk011-02
OKOKC20040A,use2mk003
CVCRW00152A,use2mk001
ATATL00634A,use1mk011-06
CLRDU00019A,use1mk001
CVCMH00568A,use2mk001
SCSAC00094B,usw2mk011-02
PRPDX00261A,usw2mk011-01
PHPHL00738B,use1mk001
LALAX04233A,usw2mk011-02
MWMKE00005A,use2mk003
STSTL00291A,use2mk003
RIRVA00065A,use1mk003
NJJER01595A,use1mk002
ORMCO00133A,use1mk003
DCWDC00763A,use1mk011-04
