site,cz_data
SEBIL00008A,usw2mk001
PXPHX00291B,usw2mk001
DADAL00524A,use2mk002
KNTYS00107A,use1mk002
BOBOS00286B,use1mk011-01
DEDET00080A,use2mk002
CHIND00339A,use2mk002
OROCF00199A,use1mk003
CLCLT00408A,use1mk001
CHCHI00818A,use2mk002
PHHAR00075B,use1mk001
JKJAX00086A,use1mk011-05
PHPHL00713A,use1mk011-03
KNTYS00071A,use1mk002
DCSBY00056A,use1mk003
JKRLA00198A,use2mk004
HOHOU00381A,use2mk001
NASDF00107A,use2mk003
JKMGM00189C,use1mk011-05
PXPHX00154A,usw2mk011-01
SCSAC00133A,usw2mk011-02
CVCRW00003A,use2mk001
LSSNA02049B,usw2mk011-03
CHCHI00782B,use2mk002
DNDEN00090A,usw2mk011-02
DCWDC00614B,use1mk011-04
AUAUS00284A,use2mk004
NYNYC02281A,use1mk011-02
CHIND00219A,use2mk002
SFSFO00118A,usw2mk011-01
ATBHM00369A,use1mk003
DETOL00033A,use2mk011-01
NYNYC02190A,use1mk002
OROCF00079A,use1mk003
LSSNA02169B,usw2mk011-03
SDSAN00069A,usw2mk011-04
LSSNA01185C,usw2mk011-02
BOBOS00445A,use1mk002
PXPHX00687A,usw2mk001
ATATL00605A,use1mk011-01
STSTL00022A,use2mk003
NJJER01141A,use1mk011-03
KNAVL00143A,use1mk002
DEDET00210A,use2mk002
DATYR00036A,use2mk002
NAMEM00131A,use1mk003
CLGSP00129A,use1mk001
DCWDC00401B,use1mk003
SDSAN00252C,usw2mk001
DNDEN00100A,usw2mk011-02
KNTYS00347A,use1mk002
NYNYC01028C,use1mk002
CVPIT00192B,use2mk011-02
DNDEN00215A,usw2mk001
NYNYC02070A,use1mk002
AUAUS00164A,use2mk004
DCWDC00269A,use1mk011-04
HOHOU00657A,use2mk001
JKRLA00078A,use2mk004
LALAX04513B,usw2mk011-01
NJJER01075D,use1mk002
MNDLH00003A,use2mk002
SDSAN00372B,usw2mk001
LSSNA03101A,usw2mk011-02
NYNYC01148B,use1mk002
ATBHM00093A,use1mk001
STSTL00418A,use2mk003
PXRAZ00052A,usw2mk001
CLFAY00055A,use1mk011-04
LALAX02018A,usw2mk011-02
KNAVL00023A,use1mk002
DEDET00476A,use2mk003
CLCLT00012A,use1mk001
BOBDL00037A,use1mk002
OKOKC00048A,use2mk003
ORTPA00007A,use1mk003
SCSAC00248A,usw2mk001
DCWDC00734B,use1mk011-04
SESEA00085A,usw2mk001
ORMCO00533A,use1mk003
ATBHM00249B,use1mk001
NJJER01075C,use1mk002
CHCHI00099C,use2mk002
NJJER01021A,use1mk011-03
NYNYC02161B,use1mk011-02
NJJER01685A,use1mk002
DCWDC00149A,use1mk011-04
SDSAN00408D,usw2mk001
NASDF00071A,use2mk003
DCWDC00974A,use1mk011-04
LSSNA03091A,usw2mk011-02
NJJER01565B,use1mk002
SESEA00126A,usw2mk011-02
SCSAC00102A,usw2mk001
AUAUS00044A,use2mk004
BOBOS00896A,use1mk011-01
PHPHL00648B,use1mk001
SDSAN00408C,usw2mk001
ATSAV00058A,use1mk001
JKJAX00060A,use1mk011-05
BOBOS01059A,use1mk002
NAMEM00371A,use1mk003
CLRDU00682A,use1mk001
JKMGM00251A,use2mk004
JKRLA00422A,use2mk004
MIMIA00766A,use1mk011-06
LALAX04023A,usw2mk011-02
NYNYC02096C,use1mk002
SEBIL00102A,usw2mk001
SCMCA00116A,usw2mk001
CVCMH00416A,use2mk001
MWMKE00085A,use2mk004
SDSAN00132A,usw2mk001
MNDLH00029A,use2mk002
CHCHI00943A,use2mk011-01
CLRDU00562A,use1mk001
SCMCA00116B,usw2mk001
MWRWI00075A,use2mk004
CLGSP00009A,use1mk001
JKJAX00180A,use1mk011-05
LSSNA03127B,usw2mk011-03
LSSNA02023A,usw2mk011-02
KNAVL00169A,use1mk002
NYNYC01122B,use1mk002
BOBOS00630A,use1mk011-01
DADAL00154A,use2mk002
CVCMH00536A,use2mk001
JKRLA00302A,use2mk004
SCMCA00080A,usw2mk001
CHCHI00823A,use2mk011-01
NYNYC01823B,use1mk011-02
SDSAN00398B,usw2mk001
CVCVG00286A,use2mk011-01
NJJER02057A,use1mk002
NYNYC01943A,use1mk011-02
CLCLT00038A,use1mk001
ATATL00475A,use1mk011-01
AUWCO00004A,use2mk011-02
NASDF00191B,use2mk003
LSSNA03007B,usw2mk011-03
OKLIT00078A,use2mk003
KNAVL00049A,use1mk002
JKRLA00292A,use2mk004
LALAX04263C,usw2mk011-03
SLSLC00115A,usw2mk001
JKJAN00002A,use2mk004
RIRIC00464A,use1mk002
CVCLE00258A,use2mk001
MWMKE00215B,use2mk004
AUCRP00041B,use2mk004
ATBHM00463A,use1mk003
JKRLA00172A,use2mk004
NYNYC01388C,use1mk002
LALAX04143C,usw2mk011-02
DADAL00034A,use2mk002
SDSAN00278A,usw2mk001
SDSAN00012B,usw2mk001
RIRVA00094A,use1mk003
PHPHL00252A,use1mk001
DCSBY00030A,use1mk003
NJJER01990C,use1mk011-03
ATBHM00343A,use1mk001
BOBOS00075A,use1mk002
PHPHL00132C,use1mk001
NJJER01445A,use1mk002
SCNCA00015A,usw2mk011-02
CVCMH00380A,use2mk001
PHPHL00408A,use1mk001
CVCLE00378A,use2mk001
STSPI00114A,use2mk003
DNGJT00007A,usw2mk001
PXPHX00404A,usw2mk011-01
DEDET00116A,use2mk002
DCWDC00151B,use1mk003
ATATL00355A,use1mk011-06
NAMEM00240A,use1mk011-04
NYNYC01704A,use1mk011-02
MNMSP00073A,use2mk011-01
ORTPA00234A,use1mk011-05
RIRIC00190A,use1mk002
NJJER01870B,use1mk011-03
CVCMH00511A,use2mk001
SFSFO00210A,usw2mk011-01
PHPHL00105A,use1mk011-03
DALBB00018A,use2mk011-02
JKJAX00150A,use2mk004
AUCRP00042A,use2mk004
MIMIA00011A,use1mk011-05
NYNYC01878C,use1mk002
CLRDU00192A,use1mk001
CLGSP00343A,use1mk001
ATSAV00031A,use1mk001
CLCHS00194A,use1mk001
NJJER01934B,use1mk002
NYNYC01824A,use1mk011-02
CVPIT00217A,use2mk001
KCMCI00172A,use2mk004
NABNA00239A,use1mk003
CVCVG00020A,use2mk011-01
NAMEM00360A,use1mk011-04
ORTPA00460B,use1mk003
ORTPA00354A,use1mk011-05
CLRDU00588A,use1mk001
RIRIC00466A,use1mk002
JKTLH00022A,use1mk011-05
SESEA00453C,usw2mk001
JKJAN00004A,use2mk004
BOBOS01154A,use1mk002
NABNA00119B,use1mk003
NYNYC02069A,use1mk011-02
MNMSP00349A,use2mk011-01
CVCLE00377B,use2mk001
SFSFO00476A,usw2mk011-01
MIMIA00131A,use1mk011-05
MNMSP00193A,use2mk011-01
NJJER01814B,use1mk002
OKLIT00076A,use2mk003
CLFAY00590A,use1mk001
RIRIC00346B,use1mk002
NJJER01750B,use1mk011-03
NYNYC01362B,use1mk002
CVCMH03151A,use2mk001
PHPHL00225A,use1mk011-03
KCMCI00292A,use2mk004
PRPDX00078A,usw2mk011-01
CLFAY00230A,use1mk001
OKFYV00078A,use2mk003
SDSAN00037A,usw2mk001
NYNYC01574B,use1mk011-02
CVPIT00061A,use2mk001
AUWCO00019B,use2mk004
PXABQ00033A,usw2mk001
CLCHS00140A,use1mk011-04
MNMSP00310A,use2mk002
SDLAS00055A,usw2mk001
CLRDU00228A,use1mk001
JKJAN00122A,use2mk004
MIMIA00767A,use1mk011-05
OKLIT00050A,use2mk003
LALAX04024A,usw2mk011-01
KCRNE00014B,use2mk004
SCMCA00117A,usw2mk001
NYNYC01612B,use1mk002
CVCLE00231A,use2mk001
CLCAE00037A,use1mk001
NJJER01510A,use1mk011-03
CVCVG00166A,use2mk011-02
RIRIC00226A,use1mk002
RIRIC00584B,use1mk002
MNMSP00109A,use2mk011-01
KCMCI00208A,use2mk004
MWRWI00074A,use2mk001
BOBOS01034A,use1mk002
CVPIT00181A,use2mk001
PXPHX00208A,usw2mk001
NJJER01906C,use1mk011-03
JKMSY00099A,use2mk004
AUCRP00068B,use2mk004
MIMIA00251A,use1mk011-06
NYNYC04408A,use1mk002
CLCHS00020A,use1mk011-04
PHCPA00048A,use1mk001
SCNCA00031A,usw2mk001
CLRDU00348A,use1mk001
NYNYC01482C,use1mk002
NYNYC01758B,use1mk002
NJJER01896A,use1mk011-03
MIMIA00647A,use1mk011-05
JKTLH00168A,use1mk011-05
RIRIC00106A,use1mk002
CHCHI00695A,use2mk011-01
NYNYC01694C,use1mk011-02
KCMCI00052A,use2mk004
KCDSM00011A,use2mk004
STSTL00416B,use2mk003
CLCAE00277A,use1mk001
OKFYV00172A,use2mk003
KNTYS00321A,use1mk002
CVCLE00471A,use2mk001
SESEA00479B,usw2mk001
ORMCO00164A,use1mk003
PXPHX00568A,usw2mk001
PHPHL00715A,use1mk011-03
CHCHI00335A,use2mk011-01
NYNYC01084B,use1mk011-02
ATATL00593A,use1mk011-01
CVCLE00351B,use2mk001
PXPHX00035A,usw2mk011-01
CLGSP00249A,use1mk001
ORTPA00486A,use1mk003
NYNYC02283A,use1mk011-02
PXRAZ00054C,usw2mk001
NJJER01260A,use1mk011-03
SFSFO00116A,usw2mk011-01
NJJER01776B,use1mk011-03
SYSYR00186A,use1mk002
DETOL00035A,use2mk011-01
RIRIC00096A,use1mk002
OKFYV00052A,use2mk003
CLCLT00492A,use1mk001
STSTL00020A,use2mk003
PXPHX00172A,usw2mk001
DEDET00605A,use2mk003
DEGRR03012A,use2mk011-01
NJJER01656A,use1mk011-03
ATATL00603A,use1mk011-01
ORMCO00044A,use1mk003
BOBOS00565A,use1mk002
BOBOS00815A,use1mk002
OKLIT00170A,use2mk003
CHCHI00455A,use2mk011-01
BOBOS00325D,use1mk002
JKTLH00048B,use1mk011-05
PHPHL00585A,use1mk011-03
NYNYC02163A,use1mk011-02
PXPHX00688B,usw2mk001
CLCAE00157A,use1mk001
NJJER01140B,use1mk011-03
KNTYS00191A,use1mk002
HOHOU00659A,use2mk001
CLGSP00093A,use1mk001
KNTYS00201A,use1mk002
NJJER01380C,use1mk011-03
DCWDC00918C,use1mk003
BOBDL00012A,use1mk002
JKMSY00109B,use2mk004
SESEA00083A,usw2mk001
CVCMH00167B,use2mk001
CVPIT00194A,use2mk011-02
HOHOU00383B,use2mk001
SCSAC00135B,usw2mk011-02
ATBHM00008A,use1mk001
CLCHS00046A,use1mk011-04
ORTPA00220A,use1mk003
NYNYC01214A,use1mk011-02
NYNYC02043A,use1mk011-02
PXPHX00302B,usw2mk001
SFSFO00356A,usw2mk011-01
SCMCA03007A,usw2mk001
MNMSP00323A,use2mk011-01
CLGSP00103A,use1mk001
NABNA00213A,use1mk003
CLCLT00252A,use1mk001
BOBDL00132A,use1mk002
PHPHL03049A,use1mk001
CLCAE00131A,use1mk001
ATATL00843A,use1mk011-06
STSTL00380A,use2mk003
NYNYC01454B,use1mk011-02
CHCHI00202B,use2mk002
BOBOS00168A,use1mk011-02
PHPHL00345A,use1mk011-03
HOHOU00143A,use2mk001
PHCPA03058B,use1mk001
SESEA00333A,usw2mk001
CHCHI00689A,use2mk002
PXABQ00059A,usw2mk001
OROCF00173A,use1mk003
PXPHX00292A,usw2mk001
NYNYC01852B,use1mk002
ATATL00963A,use1mk011-06
MNMSP00336B,use2mk002
DEGRR00124A,use2mk011-01
CLCLT00528A,use1mk001
SESEA00359F,usw2mk001
SESEA00213A,usw2mk001
STSTL00260A,use2mk003
CHIND00459A,use2mk002
NYNYC01972A,use1mk002
BOPWM00008A,use1mk002
BOHVN00177A,use1mk011-01
BOBOS00685C,use1mk002
CHCHI00543A,use2mk002
NJJER01416C,use1mk011-03
ORMCO00284A,use1mk003
PHPHL00465B,use1mk011-03
CLCAE00011A,use1mk001
HOHOU00539A,use2mk001
DEDET00725A,use2mk002
OROCF00053A,use1mk003
DCWDC00639A,use1mk011-04
HOHOU00263A,use2mk001
DATYR00021A,use2mk011-02
MNMSP00456A,use2mk002
JKMSY00073A,use2mk004
CHCHI01011A,use2mk002
SEGEG00049A,usw2mk001
CVCRW00121A,use2mk001
SYSYR00066A,use1mk002
AUAUS00413A,use2mk004
DNDEN00005A,usw2mk011-02
NAOWB00025A,use2mk003
SDSAN00500A,usw2mk001
ORTPA00090A,use1mk003
CHIND00314A,use2mk002
JKJAX00088A,use1mk011-05
NAMEM00386A,use1mk011-04
CLCLT00372A,use1mk001
CLFAY00294A,use1mk011-04
ATBHM00102A,use1mk001
BOHVN00030A,use1mk011-01
CLCLT00529A,use1mk001
DCWDC00364B,use1mk011-04
KNTYS00348A,use1mk002
HOHOU00752A,use2mk001
BOBOS00206A,use1mk002
CLCLT00133A,use1mk001
JKRLA00327A,use2mk004
PXPHX00405D,usw2mk011-01
PXPHX00662B,usw2mk001
MNDLH00002A,use2mk002
ATATL00114A,use1mk011-01
ATBHM00092A,use1mk001
OROCF00054A,use1mk003
CLCLT00013A,use1mk001
SDSAN00491C,usw2mk001
DADAL00525A,use2mk002
SCRNO00015B,usw2mk001
SCSAC00249A,usw2mk001
DNDEN00365C,usw2mk011-02
NJJER01166A,use1mk011-03
BOBOS00196B,use1mk002
CLCLT00409A,use1mk001
CHCHI00072A,use2mk002
STSTL00047A,use2mk003
PHHAR00076B,use1mk001
SDSAN00501A,usw2mk001
ATBHM00488A,use1mk001
NJJER01046C,use1mk011-03
SCMCA03006A,usw2mk001
LALAX02017B,usw2mk011-03
JKMGM00278A,use2mk004
JKRLA00197A,use2mk004
DCWDC00032A,use1mk003
NAMEM00156A,use1mk003
CLCLT00253A,use1mk001
NYNYC01029A,use1mk002
KCDSM00037A,use2mk004
ATATL00734A,use1mk001
JKMGM00164A,use1mk011-05
JKMGM00158B,use2mk004
ALALB00127A,use1mk003
HOHOU00632A,use2mk001
KNTYS00228A,use1mk002
STSTL00167A,use2mk003
AUAUS00283A,use2mk004
PXELP00015A,usw2mk011-01
BOBOS00050A,use1mk002
DATYR00035B,use2mk002
JKRLA00207A,use2mk004
ATBHM00368A,use1mk003
OKOKC00023A,use2mk003
CLFAY00174A,use1mk011-04
BOBOS00566A,use1mk002
CHIND00433A,use2mk002
LSSNA01064B,usw2mk011-02
ORTPA00126A,use1mk003
CHIND00064A,use2mk002
PHPHL00743A,use1mk001
ATBHM00248A,use1mk001
NASDF00096A,use2mk003
DEDET00355A,use2mk002
AUAUS00163A,use2mk004
BOBOS00170A,use1mk002
JKRLA00077A,use2mk004
KNTYS00192A,use1mk002
CVPIT00203A,use2mk011-02
KNTYS00202A,use1mk002
LSSNA03100A,usw2mk011-03
NYNYC01149B,use1mk002
NYNYC02201B,use1mk002
DEDET00475A,use2mk003
PXPHX00275A,usw2mk011-01
BOBDL00038A,use1mk002
MNDLH00028A,use2mk002
JKTLH00154A,use2mk004
SESEA00084A,usw2mk001
NAMEM00396A,use1mk003
CVPIT00193A,use2mk011-02
HOHOU00382B,use2mk001
ORMCO00534A,use1mk003
DCWDC00298A,use1mk003
LSSNA03090B,usw2mk011-02
STSPI00019A,use2mk003
NJJER01020A,use1mk011-03
PXPHX00542A,usw2mk001
NYNYC02282B,use1mk011-02
OKFYV00171A,use2mk003
KNTYS00072A,use1mk002
ATBHM00128A,use1mk001
BOBOS00290A,use1mk002
DADAL00405A,use2mk002
DCWDC00642A,use1mk003
NYNYC01085B,use1mk011-02
STSTL00287A,use2mk003
BOHVN00150A,use1mk011-01
LALAX04754A,usw2mk011-03
DCWDC00613B,use1mk011-04
CHCHI00098B,use2mk002
BOBOS00326C,use1mk002
NJJER01286A,use1mk011-03
CVCRW00148A,use2mk001
DETOL00034A,use2mk011-01
SYSYR00436A,use1mk002
ALALB00007A,use1mk003
DADAL00395C,use2mk002
SDSAN00407C,usw2mk001
HOHOU00512A,use2mk001
STSTL00021A,use2mk003
SDSAN00251B,usw2mk001
NASDF00106A,use2mk003
BOBOS00446A,use1mk002
BOBDL00158A,use1mk002
KNAVL00144A,use1mk002
NJJER01074A,use1mk002
PXPHX00422D,usw2mk001
JKJAX00061A,use1mk011-05
SYSYR00160A,use1mk002
CLRDU00681A,use1mk001
LSSNA02048A,usw2mk011-02
JKRLA00421A,use2mk004
ATATL00125A,use1mk001
SFSFO00570D,usw2mk011-01
DCWDC00733C,use1mk011-04
DADAL00035A,use2mk002
AUAUS00319A,use2mk004
CLRDU00561A,use1mk001
PHPHL00769C,use1mk001
RIRVA00105A,use1mk003
NYNYC01269D,use1mk002
SEGEG00143C,usw2mk001
MWMKE00084A,use2mk001
CVCMH00417A,use2mk001
KNAVL00024A,use1mk002
OKOKC00049A,use2mk003
PHPHL00769B,use1mk001
NYNYC01269C,use1mk002
JKJAX00181A,use1mk011-05
LSSNA03126B,usw2mk011-02
LALAX04144A,usw2mk011-02
DCSBY00055A,use1mk003
CVCMH00537A,use2mk001
LSSNA02168A,usw2mk011-02
AUAUS00189A,use2mk004
CLCLT00159A,use1mk001
NYNYC01003C,use1mk002
JKRLA00301A,use2mk004
DCWDC00973A,use1mk011-04
NASDF00070A,use2mk003
CHCHI00913B,use2mk002
SCMCA00081A,usw2mk001
SYSYR00530C,use1mk002
SDSAN00397B,usw2mk001
NYNYC02227B,use1mk002
KCMCI00078B,use2mk004
NYNYC01123A,use1mk002
NYNYC01389B,use1mk002
ATATL00474A,use1mk011-01
CLCAE00249A,use1mk011-04
SCSAC00223A,usw2mk001
HLHNL00076E,usw2mk011-01
STSPI00139A,use2mk003
LSSNA03006B,usw2mk011-02
ATSAV00057A,use1mk001
JKRLA00291A,use2mk004
ATBHM00462A,use1mk001
NJJER01564A,use1mk002
PHCPA00022A,use1mk001
NAMEM00406A,use1mk003
JKRLA00171A,use2mk004
LSSNA02142A,usw2mk011-02
CLRDU00201A,use1mk001
SDSAN00277A,usw2mk001
JKJAN00149A,use2mk004
MWGRB00060A,use2mk004
PHPHL00649A,use1mk001
CVCLE00111A,use2mk001
SEBIL00101A,usw2mk001
OKLIT00077A,use2mk003
DADAL00275A,use2mk002
MWMKE00214A,use2mk001
AUAUS00069A,use2mk004
KNTYS00098A,use1mk002
ATBHM00342A,use1mk001
KNTYS00108A,use1mk002
NJJER02058A,use1mk002
NYNYC01639B,use1mk002
NJJER01204B,use1mk002
SYSYR00410A,use1mk002
CVCMH00381A,use2mk001
DCWDC00428A,use1mk003
STSPI00113A,use2mk003
CLCHS00260A,use1mk011-04
DNGJT00006A,usw2mk001
NYNYC01243A,use1mk002
NYNYC02107B,use1mk002
ATATL00354A,use1mk011-01
LSSNA02022A,usw2mk011-02
JKJAX00311A,use1mk011-05
MIMIA00741A,use1mk011-05
JKRLA00447A,use2mk004
DADAL00155A,use2mk002
LALAX04384B,usw2mk011-01
ATATL00234A,use1mk011-01
PHPHL00409B,use1mk001
BOBOS00196A,use1mk002
CLRDU00321A,use1mk001
JKRLA00051A,use2mk004
CVCVG00285A,use2mk011-01
PHHAR00050C,use1mk001
ATBHM00222A,use1mk001
BOBOS00076A,use1mk002
CLCLT00039A,use1mk001
PXPHX00525A,usw2mk011-01
RIRVA00095B,use1mk003
SLSLC00114A,usw2mk001
CLRDU00587A,use1mk001
HLHNL00050D,usw2mk011-01
RIRIC00465A,use1mk002
NASDF00190B,use2mk003
JKJAN00003A,use2mk004
NAMEM00370A,use1mk003
AUWCO00005A,use2mk011-02
CVCLE00257A,use2mk001
NYNYC02097B,use1mk002
NYNYC01727A,use1mk011-02
CVCMH00436A,use2mk001
CLRDU00347A,use1mk001
BOBOS00910A,use1mk002
DEGRR00025A,use2mk011-01
PHPHL00128A,use1mk011-03
MIMIA00034A,use1mk011-05
DCSBY00050A,use1mk003
NYNYC01211A,use1mk011-02
CLRDU00467A,use1mk001
CVCLE00354A,use2mk001
SDSAN00498A,usw2mk001
STSTL00411A,use2mk003
CLRDU00071A,use1mk001
CLCHS00043A,use1mk011-04
SDSAN00112B,usw2mk001
MWMKE00213B,use2mk004
OKLIT00151A,use2mk003
ORTPA00235A,use1mk011-05
STSTL00281A,use2mk003
CVCMH00556A,use2mk001
ORTPA00121A,use1mk003
LSSNA00082A,usw2mk011-02
NYNYC01847B,use1mk011-02
CVCVG00283A,use2mk011-01
SEGEG00122A,usw2mk001
CVCLE00474A,use2mk001
SDSAN00378B,usw2mk001
CLRDU00191A,use1mk001
PHPHL00248A,use1mk011-03
CHCHI00924A,use2mk011-01
OKFYV00055A,use2mk003
SCNCA00017A,usw2mk011-02
SFSFO00257A,usw2mk011-01
NYNYC01597B,use1mk011-02
BOBOS01155A,use1mk002
KCDSM00032A,use2mk004
CVCMH00186A,use2mk001
DADAL00037A,use2mk002
BOHVN00036A,use1mk011-01
RIRVA00097A,use1mk002
CVCVG00290A,use2mk001
SDSAN00138C,usw2mk001
AUAUS00422A,use2mk011-02
SDLAS00032B,usw2mk001
BOBOS00780A,use1mk002
NYNYC01141A,use1mk002
JKJAN00093A,use2mk004
NYNYC01537B,use1mk002
RIRIC00445A,use1mk002
MIMIA00404A,use1mk011-05
OROCF00192A,use1mk003
NYNYC01417B,use1mk002
CLRDU00227A,use1mk001
PHPHL00008A,use1mk011-03
ORTPA00517A,use1mk003
MIMIA00394B,use1mk011-06
CHCHI00794A,use2mk011-01
CVCVG00326A,use2mk001
SFSFO00111A,usw2mk011-01
CVCMH00410A,use2mk001
NJJER01971A,use1mk011-03
KCMCI00271A,use2mk004
RIRIC00325A,use1mk002
JKMSY00054A,use2mk004
NYNYC01451B,use1mk011-02
ATSAV00078A,use1mk001
OROCF00072A,use1mk003
MNMSP00453C,use2mk002
BOBOS01035A,use1mk002
NYNYC01607D,use1mk011-02
CVCMH00066A,use2mk001
ORTPA00355A,use1mk011-05
SCMCA00118B,usw2mk001
PXABQ00054A,usw2mk001
OKROK00009A,use2mk003
BOBOS00816A,use1mk002
DEDET00692A,use2mk002
HOHOU00286B,use2mk001
JKTLH00123A,use1mk011-05
CLFAY00451A,use1mk001
NABNA00234A,use1mk003
BOBDL00111A,use1mk002
PHPHL00342A,use1mk011-03
CVCMH00530A,use2mk001
ATATL00570A,use1mk011-01
MNMSP00239B,use2mk002
PXPHX00075B,usw2mk001
CLCAE00058A,use1mk001
STSTL00187A,use2mk003
NYNYC01907B,use1mk002
LALAX04652C,usw2mk011-02
JKTLH00003A,use1mk011-05
PXELP00012A,usw2mk011-01
STSTL00317A,use2mk003
CLFAY00445A,use1mk011-04
DEGRR00014A,use2mk002
NYNYC01261C,use1mk002
CHIND00311A,use2mk002
NAOWB00024A,use2mk003
ORTPA00267A,use1mk003
PHPHL00222B,use1mk011-03
PHPHL00462A,use1mk011-03
NYNYC01237B,use1mk011-02
NYNYC01381A,use1mk002
DALBB03014A,use2mk002
SCRNO00034A,usw2mk001
NAMEM00243A,use1mk011-04
NYNYC02186A,use1mk011-02
BOBOS00686A,use1mk002
BOHVN00156A,use1mk011-01
ORTPA00027A,use1mk003
CLGSP00202A,use1mk001
ATBHM00095A,use1mk001
NABNA00114A,use1mk003
NJJER01731B,use1mk011-03
BOBOS00300A,use1mk002
ATATL00700A,use1mk011-06
SESEA00434A,usw2mk001
LALAX03040A,usw2mk011-03
PHPHL00761A,use1mk001
NYNYC01751A,use1mk002
ORTPA00387A,use1mk003
CLCHS00223A,use1mk001
CLRDU00097A,use1mk001
DEDET00572A,use2mk002
PHPHL00618A,use1mk011-03
RIRIC00195A,use1mk002
CLCHS00069A,use1mk011-04
JKJAN00009A,use2mk004
AUAUS00438A,use2mk004
NYNYC02066A,use1mk011-02
DATYR00033A,use2mk002
OROCF00108A,use1mk003
PHPHL00641A,use1mk001
CLCAE00298A,use1mk001
CHIND00181A,use2mk002
MNMSP00094A,use2mk011-01
STSTL00041B,use2mk003
SEGEG00028B,usw2mk001
PHPHL00092A,use1mk011-03
ATATL00820A,use1mk011-06
BOBOS00660A,use1mk002
ORTPA00001A,use1mk003
BOBOS00420D,use1mk002
SEGEG00148A,usw2mk001
MNDLH00023A,use2mk002
NYNYC01477B,use1mk011-02
OROCF00098A,use1mk003
PXRAZ00055A,usw2mk001
LALAX03066A,usw2mk011-02
ATATL00639A,use1mk001
MNMSP00083A,use2mk002
NJJER01997A,use1mk011-03
CLGSP00322A,use1mk001
DADAL00500A,use2mk002
ATSAV00052A,use1mk001
CHCHI00314A,use2mk011-01
BOBOS00001B,use1mk011-02
NYNYC01081A,use1mk011-02
NJJER01078C,use1mk002
PHPHL00368A,use1mk011-03
KNTYS00420A,use1mk002
NYNYC01777A,use1mk002
HOHOU00020B,use2mk001
JKJAX00089A,use1mk011-05
NASDF00078B,use2mk003
CHCHI01023A,use2mk011-01
DCWDC00584C,use1mk011-04
PHPHL00401B,use1mk001
BOBOS00540A,use1mk002
DCWDC00714A,use1mk011-04
PHPHL00102A,use1mk011-03
PXPHX00195B,usw2mk001
NJJER02004A,use1mk011-03
HOHOU00166B,use2mk001
OKFYV00175A,use2mk003
HOHOU00020A,use2mk001
NYNYC01897A,use1mk002
SDLAS00058B,usw2mk001
LSSNA01067C,usw2mk011-02
LSSNA01187A,usw2mk011-02
DCWDC03045A,use1mk003
KNAVL00163A,use1mk002
NJJER01611A,use1mk011-03
DEGRR03011A,use2mk011-01
ORMCO00219A,use1mk003
NJJER01877B,use1mk011-03
CLFAY00195A,use1mk011-04
MNBIS00033B,use2mk002
NAMEM00363A,use1mk011-04
PHPHL00488A,use1mk011-03
CHIND00337A,use2mk002
DEDET00702A,use2mk002
SCSAC00033A,usw2mk011-02
CLGSP00109A,use1mk001
PHPHL00711A,use1mk011-03
NJJER01757A,use1mk011-03
SESEA00185B,usw2mk001
NJJER01197D,use1mk002
DADAL00526D,use2mk002
CHIND00217B,use2mk002
CHIND00458A,use2mk002
ORMCO00183A,use1mk003
ATATL00597A,use1mk011-01
CLCAE00152A,use1mk001
ATATL00081A,use1mk011-01
PHPHL03043A,use1mk001
SYSYR00085B,use1mk002
JKRLA00304A,use2mk004
KNTYS00171A,use1mk002
DADAL00250A,use2mk002
DNDEN00244C,usw2mk011-02
CHCHI00064A,use2mk011-01
BOBDL00017A,use1mk002
KNAVL00043A,use1mk002
AUAUS00282A,use2mk004
NJJER01241A,use1mk011-03
CLFAY00075A,use1mk011-04
BOBOS00051A,use1mk002
CVCRW00103A,use2mk001
DNDEN00364A,usw2mk011-02
DCWDC00669B,use1mk003
ATATL00477A,use1mk011-06
DADAL00370A,use2mk002
PXPHX00685A,usw2mk001
SLSLC00113A,usw2mk001
JKRLA00294A,use2mk004
NJJER01327B,use1mk002
ATATL00242A,use1mk001
NJJER01361B,use1mk011-03
NJJER01637A,use1mk011-03
ATBHM00465A,use1mk001
CLCLT00352A,use1mk001
BOBOS00447A,use1mk002
NJJER01481A,use1mk011-03
ATATL00122A,use1mk001
NJJER01447B,use1mk002
DATYR00034A,use2mk002
JKRLA00174A,use2mk004
ORMCO00063A,use1mk003
NJJER01001C,use1mk011-03
KNTYS00051A,use1mk002
DADAL00130A,use2mk002
ATATL00607A,use1mk011-06
AUAUS00162A,use2mk004
BOBOS00171A,use1mk002
NASDF00051A,use2mk003
ORMCO00459A,use1mk003
HOHOU00655A,use2mk001
CLGSP00229A,use1mk001
CLCAE00032A,use1mk001
DCWDC00834B,use1mk011-04
DEDET00478A,use2mk002
ORMCO00339B,use1mk003
DNDEN00315A,usw2mk001
SESEA00185A,usw2mk001
ATATL00879B,use1mk001
PXELP00038A,usw2mk011-01
ATBHM00345A,use1mk001
CLCLT00472A,use1mk001
BOBOS00327A,use1mk002
BOBDL00137A,use1mk002
ATATL00357A,use1mk011-01
NJJER01121A,use1mk011-03
DNGJT00005A,usw2mk001
NJJER01077C,use1mk002
DADAL00490A,use2mk002
LSSNA01041B,usw2mk011-02
CVCRW00093A,use2mk001
NYNYC02246B,use1mk002
ATATL00237A,use1mk011-01
DADAL00406A,use2mk002
CLCLT00508A,use1mk001
