SITE_ID,RAN_SW_VENDOR,CUSTOM_K8_ID_CUS,CUSTOM_GNODEB_NAME,CUSTOM_GNODEB_SITE_NUMBER,CUSTOM_K8_ID_DUS
BOBOS00674A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,23,2
BOBOS00675B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,28,14
BOBOS00676A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,28,3
BOBOS00677A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,31,11
BOBOS00678A,Samsung,,,,
BOBOS00679A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,18,12
BOBOS00680B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,26,11
BOBOS00681A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331022,32,2
BOBOS00682A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,30,4
BOBOS00683A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,22,10
BOBOS00684B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,21,
BOBOS00685C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,31,13
BOBOS00686A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,32,
BOBOS00687A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,27,2
BOBOS00688A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,19,3
BOBOS00689A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,22,
BOBOS00690A,Samsung,,,,
BOBOS00691B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,23,10
BOBOS00692A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,22,9
BOBOS00693A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,15,12
BOBOS00694A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,33,11
BOBOS00695B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,29,8
BOBOS00696A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,32,13
BOBOS00697A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,34,10
BOBOS00698A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,27,10
BOBOS00699A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,25,10
BOBOS00700B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331018,28,12
BOBOS00701A,Samsung,,,,
BOBOS00702A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,23,11
BOBOS00703A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331018,29,9
BOBOS00704A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331018,30,3
BOBOS00705A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,24,12
BOBOS00706A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,25,11
BOBOS00707A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,26,3
BOBOS00708A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,27,
BOBOS00709A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,26,
BOBOS00710A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,24,3
BOBOS00711A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,25,11
BOBOS00712A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,26,
BOBOS00713A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,27,13
BOBOS00714A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,33,13
BOBOS00715A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,24,
BOBOS00716A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,16,13
BOBOS00717A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,17,11
BOBOS00718A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,18,2
BOBOS00719A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,27,2
BOBOS00720A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,30,9
BOBOS00721A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,31,
BOBOS00722A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,32,11
BOBOS00723A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,20,8
BOBOS00724A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,28,10
BOBOS00725A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,33,
BOBOS00726A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,21,
BOBOS00727A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,34,
BOBOS00728A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,22,9
BOBOS00729A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,23,10
BOBOS00730A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,24,3
BOBOS00731C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,25,
BOBOS00732A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,23,12
BOBOS00733A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,24,13
BOBOS00734A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,25,14
BOBOS00735A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,26,12
BOBOS00736A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,26,8
BOBOS00737A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,27,11
BOBOS00738A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,28,3
BOBOS00739A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,27,4
BOBOS00740A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,29,
BOBOS00741A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,37,8
BOBOS00741B,Samsung,,BOBOS331013,37,11
BOBOS00742A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,28,3
BOBOS00743A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,29,11
BOBOS00744A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,30,4
BOBOS00745A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,31,10
BOBOS00746A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,24,9
BOBOS00747A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,23,8
BOBOS00748A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,25,2
BOBOS00749C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,24,14
BOBOS00750B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331004,33,
BOBOS00751A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331004,34,9
BOBOS00752A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,27,9
BOBOS00753A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,29,12
BOBOS00754A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,28,3
BOBOS00755B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,29,2
BOBOS00756A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,28,2
BOBOS00757A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,29,13
BOBOS00758A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,30,2
BOBOS00759A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,33,10
BOBOS00760A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,34,8
BOBOS00761A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,35,2
BOBOS00762B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,30,12
BOBOS00763A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,31,9
BOBOS00764A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,36,9
BOBOS00765A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,37,13
BOBOS00766A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,28,10
BOBOS00767A,Samsung,,,,
BOBOS00768A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331018,31,2
BOBOS00769A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,25,11
BOBOS00770A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,26,3
BOBOS00771B,Samsung,,,,
BOBOS00772D,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,27,
BOBOS00773A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,25,
BOBOS00774A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,26,11
BOBOS00775B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,27,
BOBOS00776A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,28,
BOBOS00777A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,34,9
BOBOS00778A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,35,12
BOBOS00779A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,36,14
BOBOS00780A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,37,4
BOBOS00781A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,28,2
BOBOS00782A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,28,9
BOBOS00783A,Samsung,,,,
BOBOS00784A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,28,9
BOBOS00785A,Samsung,,,,
BOBOS00786A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,29,10
BOBOS00787A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,29,3
BOBOS00788A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,29,8
BOBOS00789A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,30,
BOBOS00790A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,30,11
BOBOS00791A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,29,14
BOBOS00792A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,30,10
BOBOS00793A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,28,12
BOBOS00794A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,19,13
BOBOS00795A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,31,10
BOBOS00796A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,20,11
BOBOS00797A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-01,BOBOS331025,32,13
BOBOS00798A,Samsung,,,,
BOBOS00799A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,31,11
BOBOS00800A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,32,
BOBOS00801A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,31,
BOBOS00802A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,26,3
BOBOS00803B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,27,11
BOBOS00804A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,29,9
BOBOS00805A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,31,14
BOBOS00806A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331004,35,10
BOBOS00807A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331004,36,10
BOBOS00808A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,30,11
BOBOS00809A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,31,14
BOBOS00810A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,32,9
BOBOS00811B,Samsung,,BOBOS331006,30,12
BOBOS00811C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,31,10
BOBOS00812A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,33,4
BOBOS00813A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,34,10
BOBOS00814A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,32,9
BOBOS00814X,Samsung,,BOBOS331006,31,9
BOBOS00814Z,Samsung,,BOBOS331006,31,9
BOBOS00815A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,33,12
BOBOS00816A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,34,8
BOBOS00817A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,35,10
BOBOS00818A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,36,14
BOBOS00819B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331006,37,13
BOBOS00820A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,35,9
BOBOS00821A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,35,2
BOBOS00822A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,36,12
BOBOS00823B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,30,3
BOBOS00824B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,31,
BOBOS00825A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,32,8
BOBOS00826A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,33,3
BOBOS00827A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331007,34,10
BOBOS00828A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,37,11
BOBOS00829A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,36,11
BOBOS00830A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,38,8
BOBOS00831A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,37,13
BOBOS00832A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,38,8
BOBOS00833A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331005,39,3
BOBOS00834C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331008,39,12
BOBOS00835A,Samsung,,BOBOS331009,36,14
BOBOS00835B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331009,38,14
BOBOS00836A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,32,12
BOBOS00837A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,33,9
BOBOS00838A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,32,8
BOBOS00839A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,33,10
BOBOS00840A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,34,11
BOBOS00840B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,34,11
BOBOS00841A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,35,14
BOBOS00842A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,36,2
BOBOS00843A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,32,13
BOBOS00844A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,33,
BOBOS00845B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,34,14
BOBOS00846C,Samsung,,,,
BOBOS00847A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,29,4
BOBOS00848A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,37,
BOBOS00848B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,37,
BOBOS00849A,Samsung,,,,
BOBOS00850A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,35,12
BOBOS00851C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,35,2
BOBOS00852A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,36,4
BOBOS00853A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,37,12
BOBOS00854A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,38,14
BOBOS00855A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,39,14
BOBOS00856A,Samsung,,,,
BOBOS00857A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,30,4
BOBOS00858A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,31,3
BOBOS00859A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,32,12
BOBOS00860A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,33,13
BOBOS00861A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,34,8
BOBOS00862A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,35,14
BOBOS00863A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,21,9
BOBOS00864A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,22,14
BOBOS00865A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331011,36,9
BOBOS00866A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,30,2
BOBOS00867A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,28,13
BOBOS00868A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,38,9
BOBOS00869A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331010,39,12
BOBOS00870A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,26,13
BOBOS00871A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,27,14
BOBOS00872A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,28,12
BOBOS00873A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,29,10
BOBOS00874A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,30,9
BOBOS00875A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,31,2
BOBOS00876A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,32,8
BOBOS00877A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,33,11
BOBOS00878A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,34,8
BOBOS00879A,Samsung,,,,
BOBOS00880A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,35,4
BOBOS00881A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331022,33,11
BOBOS00882A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331024,24,12
BOBOS00883A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331024,25,13
BOBOS00884A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331022,34,2
BOBOS00885A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331022,35,14
BOBOS00886A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331024,26,12
BOBOS00887B,Samsung,,,,
BOBOS00888A,Samsung,,,,
BOBOS00889A,Samsung,,,,
BOBOS00890A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331024,27,3
BOBOS00891A,Samsung,,,,
BOBOS00892A,Samsung,,,,
BOBOS00893A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,36,10
BOBOS00894A,Samsung,,,,
BOBOS00895A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,37,12
BOBOS00896A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,38,10
BOBOS00897A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,39,13
BOBOS00898A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,34,12
BOBOS00899A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,35,4
BOBOS00900A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,36,13
BOBOS00901B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,37,8
BOBOS00902A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331021,38,11
BOBOS00903A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331012,40,3
BOBOS00904A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,31,9
BOBOS00905A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,33,12
BOBOS00906A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,38,3
BOBOS00907A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,40,
BOBOS00908A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,32,13
BOBOS00909A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331014,33,3
BOBOS00910A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,30,10
BOBOS00910B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,30,10
BOBOS00911A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,33,
BOBOS00912A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331022,36,4
BOBOS00913A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331016,34,10
BOBOS00914A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,36,4
BOBOS00915A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331019,37,3
BOBOS00916A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,39,11
BOBOS00917A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331017,40,9
BOBOS00918A,Samsung,,,,13
BOBOS00919A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331023,41,3
BOBOS00920A,,,,,
BOBOS00921A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331020,23,3
BOBOS00922A,,,,,
BOBOS00923A,,,,,
BOBOS00924A,,,,,7
BOBOS00925A,,,,,
BOBOS00926A,,,,,
BOBOS00928A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,29,
BOBOS00930A,,,,,
BOBOS00933A,Samsung,,,,12
BOBOS00934A,Samsung,,BOBDL323008,3,4
BOBOS00935A,,,,,
BOBOS00936A,Samsung,,BOBDL323008,3,4
BOBOS00937A,,,,20,13
BOBOS00938A,,,BOBOS331005,9,3
BOBOS00939A,,,BOBOS331009,29,
BOBOS00940A,,,BOBOS331009,29,
BOBOS00941A,,,BOBOS331009,29,
BOBOS00942A,,,BOBOS331009,29,
BOBOS00943A,,,BOBOS331009,29,
BOBOS00944A,,,BOBOS331009,29,
BOBOS00950A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331015,30,4
BOBOS00951C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,30,12
BOBOS00952A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,34,
BOBOS00953A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331013,35,4
BOBOS00954A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331003,29,10
BOBOS00955A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331001,40,1
BOBOS00956C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331002,31,12
BOBOS00957C,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331001,41,1
BOBOS00958A,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331001,42,1
BOBOS00959B,Samsung,sm-bedc-eks-cluster-prod-use1bosb314p1-02,BOBOS331001,43,1
